0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,target
1.0,0.2711111111111111,0.0,0.5,0.0,0.9230769230769231,0.875,0.043859649122807015,1.0,1.0,0.014925373134328358,0.0,0.0,0.101,0.0,1
0.0,0.713015873015873,0.15928571428571428,0.5,0.0,0.7692307692307693,0.375,0.10666666666666666,1.0,1.0,0.08955223880597014,0.0,0.0,0.021500000000000002,0.005600000000000001,1
0.0,0.17063492063492058,0.017857142857142856,0.5,0.0,0.7692307692307693,0.375,0.05263157894736842,1.0,0.0,0.0,0.0,0.0,0.14,0.00824,1
1.0,0.22349206349206346,0.055,0.5,0.0,0.9230769230769231,0.875,0.13157894736842105,1.0,1.0,0.07462686567164178,1.0,0.0,0.05,3.0000000000000004e-05,1
1.0,0.10190476190476189,0.20089285714285712,0.5,0.0,0.9230769230769231,0.875,0.06,1.0,0.0,0.0,0.0,1.0,0.06,0.0,1
1.0,0.29095238095238085,0.14285714285714285,0.5,0.0,0.6923076923076923,0.875,0.08771929824561403,1.0,0.0,0.0,1.0,0.0,0.18,0.0,1
1.0,0.3082539682539682,0.037142857142857144,0.5,0.0,0.8461538461538463,0.375,0.22807017543859648,1.0,0.0,0.0,1.0,0.0,0.082,0.31285,1
0.0,0.14555555555555555,0.41375,0.5,0.0,0.15384615384615385,0.875,0.0014035087719298245,1.0,0.0,0.0,0.0,0.0,0.04,0.01349,1
1.0,0.6455555555555555,0.017857142857142856,1.0,1.0,0.6153846153846154,0.375,0.13894736842105262,1.0,0.0,0.0,0.0,0.0,0.09,0.0031400000000000004,1
1.0,0.4563492063492063,0.17553571428571427,1.0,1.0,0.9230769230769231,0.875,0.11105263157894736,1.0,0.0,0.0,1.0,0.0,0.026000000000000002,0.01442,1
1.0,0.13222222222222219,0.02964285714285714,0.5,0.0,0.07692307692307693,0.375,0.07596491228070175,0.0,0.0,0.0,1.0,0.0,0.064,0.0,1
1.0,0.25666666666666665,0.06553571428571428,0.5,0.0,0.07692307692307693,0.375,0.15210526315789472,1.0,0.0,0.0,0.0,0.0,0.13,0.002,1
0.0,0.38888888888888884,0.21428571428571427,0.5,0.0,0.6153846153846154,0.875,0.03508771929824561,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
1.0,0.5449206349206348,0.2157142857142857,0.5,0.0,0.6153846153846154,0.875,0.0014035087719298245,0.0,0.0,0.0,0.0,0.0,0.0,0.026900000000000004,1
0.0,0.5092063492063491,0.375,0.5,0.0,0.7692307692307693,0.875,0.17543859649122806,1.0,1.0,0.1044776119402985,1.0,0.0,0.0,0.0,1
1.0,0.3638095238095238,0.15767857142857142,1.0,1.0,0.6153846153846154,0.875,0.008771929824561403,1.0,1.0,0.14925373134328357,1.0,0.0,0.16,0.0,1
1.0,0.23015873015873012,0.03125,0.5,0.0,0.6923076923076923,0.875,0.03368421052631579,1.0,1.0,0.04477611940298507,1.0,0.0,0.198,0.0,1
0.0,0.15079365079365076,0.20982142857142855,0.5,0.0,0.7692307692307693,0.875,0.11122807017543859,1.0,1.0,0.14925373134328357,0.0,0.0,0.06,0.0024500000000000004,1
1.0,0.12825396825396823,0.008928571428571428,0.5,0.0,0.23076923076923078,0.375,0.023333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.0,0.08603174603174601,0.30660714285714286,0.5,0.0,0.15384615384615385,0.375,0.02631578947368421,1.0,1.0,0.1044776119402985,0.0,0.0,0.048,0.0,1
1.0,0.17857142857142855,0.40178571428571425,0.5,0.0,0.07692307692307693,0.875,0.08771929824561403,1.0,1.0,0.2537313432835821,0.0,0.0,0.1,0.01208,1
1.0,0.15079365079365076,0.03571428571428571,0.5,0.0,0.07692307692307693,0.875,0.029298245614035084,1.0,0.0,0.0,0.0,1.0,0.15,0.0,1
0.0,0.5396825396825397,0.2857142857142857,0.5,0.0,0.07692307692307693,0.875,0.2763157894736842,1.0,1.0,0.08955223880597014,1.0,0.0,0.0,0.012600000000000002,1
0.0,0.216984126984127,0.5178571428571428,0.5,0.0,1.0,0.375,0.10824561403508771,1.0,1.0,0.014925373134328358,0.0,0.0,0.06,0.00011,1
0.0,0.4352380952380952,0.23214285714285712,0.5,0.0,0.7692307692307693,0.875,0.017543859649122806,1.0,1.0,0.04477611940298507,1.0,0.0,0.0725,0.0,1
0.0,0.033015873015873,0.02089285714285714,0.5,0.0,0.07692307692307693,0.375,0.05263157894736842,1.0,1.0,0.029850746268656716,0.0,0.0,0.05,0.0,1
0.0,0.5277777777777778,0.46428571428571425,0.5,0.0,0.46153846153846156,0.0,0.1812280701754386,1.0,1.0,0.13432835820895522,1.0,0.0,0.0,0.0,1
1.0,0.6798412698412698,0.6607142857142857,0.5,0.0,0.23076923076923078,0.0,0.5263157894736842,1.0,1.0,0.2537313432835821,1.0,0.0,0.0,0.0,1
1.0,0.6931746031746031,0.30357142857142855,0.5,0.0,0.3076923076923077,0.375,0.24561403508771928,1.0,1.0,0.04477611940298507,0.0,0.0,0.0,0.0,1
1.0,0.4496825396825396,0.037142857142857144,0.5,0.0,0.9230769230769231,0.875,0.17543859649122806,1.0,1.0,0.08955223880597014,1.0,0.0,0.25,0.1,1
1.0,0.246031746031746,0.5282142857142856,0.5,0.0,0.0,0.875,0.17684210526315788,1.0,1.0,0.07462686567164178,1.0,0.0,0.084,0.0,1
1.0,0.4484126984126984,0.3496428571428571,0.5,0.0,1.0,0.375,0.27929824561403505,1.0,1.0,0.11940298507462686,0.0,0.0,0.0,0.0,1
1.0,0.5674603174603174,0.2708928571428571,0.5,0.0,0.46153846153846156,0.0,0.26614035087719295,1.0,1.0,0.22388059701492538,1.0,0.0,0.0,0.05,1
0.0,0.365079365079365,0.18303571428571427,0.5,0.0,0.3076923076923077,0.875,0.17543859649122806,1.0,0.0,0.0,1.0,0.0,0.0,0.04,1
0.0,0.1401587301587301,0.3839285714285714,0.5,0.0,0.7692307692307693,0.875,0.014561403508771928,1.0,1.0,0.07462686567164178,1.0,0.0,0.0,0.005600000000000001,1
1.0,0.22349206349206346,0.05357142857142857,0.5,0.0,0.9230769230769231,0.875,0.07017543859649122,1.0,1.0,0.16417910447761194,1.0,0.0,0.217,0.00035000000000000005,1
1.0,0.21428571428571425,0.056607142857142856,0.5,0.0,0.15384615384615385,0.375,0.0643859649122807,1.0,1.0,0.1791044776119403,1.0,0.0,0.2915,0.007130000000000001,1
0.0,0.1468253968253968,0.4196428571428571,0.5,0.0,1.0,0.375,0.017543859649122806,1.0,1.0,0.029850746268656716,1.0,0.0,0.15,0.00551,1
1.0,0.2222222222222222,0.02089285714285714,1.0,1.0,0.15384615384615385,0.875,0.008771929824561403,1.0,1.0,0.029850746268656716,0.0,0.0,0.13,0.005,1
1.0,0.6480952380952381,0.33624999999999994,0.5,0.0,0.38461538461538464,0.25,0.5057894736842105,1.0,1.0,0.16417910447761194,1.0,0.0,0.015,0.003,1
1.0,0.32412698412698415,0.32749999999999996,0.5,0.0,0.07692307692307693,0.875,0.15789473684210525,1.0,1.0,0.1791044776119403,1.0,0.0,0.0,0.00221,1
1.0,0.24079365079365078,0.5357142857142857,0.5,0.0,0.07692307692307693,0.375,0.18719298245614033,1.0,1.0,0.16417910447761194,0.0,0.0,0.0,0.022830000000000003,1
1.0,0.2526984126984127,0.05053571428571428,0.5,0.0,0.9230769230769231,0.375,0.02631578947368421,1.0,1.0,0.014925373134328358,0.0,0.0,0.12,0.001,1
1.0,0.4099999999999999,0.49696428571428564,0.5,0.0,0.9230769230769231,0.875,0.3026315789473684,1.0,1.0,0.08955223880597014,1.0,0.0,0.035,0.0,1
1.0,0.6773015873015873,1.0,1.0,1.0,0.07692307692307693,0.875,1.0,1.0,1.0,0.5970149253731343,0.0,0.0,0.0,0.00015000000000000001,1
1.0,0.6441269841269841,0.24107142857142855,0.5,0.0,0.07692307692307693,0.375,0.09210526315789473,1.0,1.0,0.16417910447761194,1.0,0.0,0.0,0.00284,1
0.0,0.43253968253968245,0.07285714285714286,1.0,1.0,0.7692307692307693,0.375,0.0043859649122807015,1.0,1.0,0.34328358208955223,1.0,0.0,0.2275,0.012360000000000001,1
1.0,0.28841269841269845,0.15928571428571428,0.5,0.0,0.15384615384615385,0.375,0.2119298245614035,1.0,1.0,0.04477611940298507,0.0,0.0,0.1555,0.003,1
1.0,0.44047619047619047,0.055,0.5,0.0,0.46153846153846156,0.0,0.12280701754385964,0.0,0.0,0.0,0.0,0.0,0.108,0.0,1
1.0,0.16142857142857142,0.02375,0.5,0.0,0.07692307692307693,0.875,0.005789473684210527,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1
0.0,0.19047619047619047,0.017857142857142856,0.5,0.0,0.07692307692307693,0.375,0.03070175438596491,1.0,0.0,0.0,1.0,0.0,0.2455,0.0,1
1.0,0.19444444444444442,0.03571428571428571,0.5,0.0,0.7692307692307693,0.875,0.06140350877192982,1.0,0.0,0.0,1.0,0.0,0.14,0.0,1
1.0,0.37571428571428567,0.07285714285714286,0.5,0.0,0.9230769230769231,0.875,0.0014035087719298245,1.0,0.0,0.0,1.0,0.0,0.2,0.058,1
1.0,0.336031746031746,0.08928571428571427,0.5,0.0,0.9230769230769231,0.875,0.0,1.0,0.0,0.0,1.0,0.0,0.11950000000000001,0.002,1
1.0,0.32539682539682535,0.10714285714285714,0.5,0.0,0.15384615384615385,0.375,0.2601754385964912,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
1.0,0.152063492063492,0.4151785714285714,1.0,1.0,0.9230769230769231,0.875,0.029298245614035084,1.0,0.0,0.0,1.0,0.0,0.08,0.003,1
1.0,0.1495238095238095,0.0,0.5,0.0,0.15384615384615385,0.875,0.0029824561403508773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.4853968253968254,0.017857142857142856,0.5,0.0,0.46153846153846156,0.375,0.17543859649122806,1.0,0.0,0.0,1.0,0.0,0.16,0.0,1
1.0,0.33999999999999997,0.1607142857142857,0.5,0.0,1.0,0.375,0.20175438596491227,0.0,0.0,0.0,1.0,1.0,0.3555,0.0,1
1.0,0.46825396825396826,0.10714285714285714,0.5,0.0,0.7692307692307693,0.375,0.21052631578947367,1.0,1.0,0.16417910447761194,0.0,0.0,0.04,0.0,1
1.0,0.6825396825396824,0.4375,0.5,0.0,0.6923076923076923,0.875,0.043859649122807015,1.0,1.0,0.05970149253731343,1.0,0.0,0.1,0.0,1
1.0,0.2844444444444444,0.5773214285714285,0.5,0.0,0.23076923076923078,0.875,0.10526315789473684,1.0,1.0,0.13432835820895522,0.0,0.0,0.125,0.007300000000000001,1
0.0,0.1534920634920635,0.028214285714285713,1.0,1.0,0.7692307692307693,0.875,0.05263157894736842,1.0,1.0,0.029850746268656716,1.0,0.0,0.04,0.004,1
0.0,0.1058730158730159,0.029821428571428568,0.5,0.0,0.7692307692307693,0.875,0.055614035087719296,1.0,1.0,0.014925373134328358,0.0,0.0,0.0,0.0,1
1.0,0.20507936507936508,0.15178571428571427,0.5,0.0,0.15384615384615385,0.875,0.15052631578947367,1.0,1.0,0.014925373134328358,1.0,0.0,0.06,0.0,1
1.0,0.32412698412698415,0.055,0.5,0.0,0.15384615384615385,0.875,0.05403508771929824,1.0,1.0,0.014925373134328358,1.0,0.0,0.26,0.5,1
0.0,0.35317460317460314,0.03571428571428571,0.5,0.0,0.07692307692307693,0.875,0.07017543859649122,1.0,1.0,0.16417910447761194,0.0,0.0,0.0,0.004560000000000001,1
1.0,0.1865079365079365,0.013392857142857142,0.5,0.0,0.6923076923076923,0.875,0.008771929824561403,1.0,1.0,0.04477611940298507,0.0,0.0,0.13,0.15108000000000002,1
1.0,0.09000000000000002,0.23214285714285712,0.5,0.0,0.9230769230769231,0.375,0.051228070175438595,1.0,1.0,0.1044776119402985,0.0,0.0,0.04,0.029540000000000004,1
1.0,0.33999999999999997,0.8973214285714285,0.5,0.0,1.0,0.375,0.05701754385964912,1.0,1.0,0.014925373134328358,1.0,0.0,0.2575,0.005,1
1.0,0.2949206349206349,0.26785714285714285,0.5,0.0,0.3076923076923077,0.0,0.055614035087719296,1.0,0.0,0.0,1.0,1.0,0.21,0.0,0
0.0,0.3941269841269841,0.17857142857142855,0.5,0.0,0.15384615384615385,0.875,0.47368421052631576,1.0,0.0,0.0,1.0,0.0,0.49,0.0,0
1.0,0.4841269841269841,0.017857142857142856,0.5,0.0,0.6923076923076923,0.875,0.3771929824561403,1.0,0.0,0.0,0.0,1.0,0.2,0.0,0
1.0,0.4933333333333333,0.25,1.0,1.0,0.07692307692307693,0.875,0.05701754385964912,0.0,0.0,0.0,0.0,0.0,0.08,2e-05,0
1.0,0.10984126984126985,0.18892857142857142,0.5,0.0,0.7692307692307693,0.875,0.013157894736842105,1.0,1.0,0.014925373134328358,0.0,0.0,0.08,0.0,0
1.0,0.3226984126984126,0.23214285714285712,0.5,0.0,0.0,0.875,0.0043859649122807015,1.0,0.0,0.0,1.0,0.0,0.2215,0.0,0
0.0,0.08603174603174601,0.02089285714285714,1.0,1.0,0.0,0.875,0.02052631578947368,1.0,0.0,0.0,1.0,0.0,0.08,0.0,0
1.0,0.12571428571428572,0.041607142857142856,1.0,1.0,0.6153846153846154,0.875,0.08771929824561403,1.0,1.0,0.014925373134328358,0.0,0.0,0.09,0.0002,0
1.0,0.12301587301587302,0.3482142857142857,0.5,0.0,0.07692307692307693,0.875,0.008771929824561403,1.0,0.0,0.0,0.0,0.0,0.07,0.0,0
1.0,0.5687301587301586,0.6785714285714285,0.5,0.0,0.38461538461538464,0.25,0.0,1.0,1.0,0.014925373134328358,0.0,0.0,0.047,0.0,0
0.0,0.22095238095238096,0.05357142857142857,0.5,0.0,0.6923076923076923,0.875,0.07017543859649122,1.0,0.0,0.0,0.0,1.0,0.184,0.0,0
1.0,0.4139682539682539,0.017857142857142856,0.5,0.0,0.6923076923076923,0.875,0.008771929824561403,1.0,0.0,0.0,0.0,1.0,0.14400000000000002,0.0,0
1.0,0.21428571428571425,0.02232142857142857,0.5,0.0,0.0,0.875,0.015964912280701755,1.0,0.0,0.0,1.0,0.0,0.1,0.0,0
1.0,0.3717460317460317,0.14285714285714285,0.5,0.0,0.07692307692307693,0.0,0.17543859649122806,1.0,0.0,0.0,1.0,1.0,0.14,0.0,0
1.0,0.1892063492063492,0.07892857142857142,1.0,1.0,0.0,0.875,0.14035087719298245,1.0,0.0,0.0,0.0,0.0,0.094,0.0,0
1.0,0.3214285714285714,0.1607142857142857,0.5,0.0,0.0,0.875,0.03508771929824561,1.0,0.0,0.0,1.0,0.0,0.12,0.0,0
0.0,0.5595238095238094,0.05357142857142857,0.5,0.0,0.5384615384615385,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.05,0.00027,0
1.0,0.7738095238095237,0.45535714285714285,1.0,1.0,0.07692307692307693,0.375,0.17543859649122806,1.0,0.0,0.0,0.0,0.0,0.056,0.0,0
1.0,0.2804761904761905,0.5535714285714285,0.5,0.0,0.07692307692307693,0.875,0.017543859649122806,1.0,0.0,0.0,0.0,0.0,0.06,0.0,0
1.0,0.6123809523809524,0.049107142857142856,1.0,1.0,0.07692307692307693,0.375,0.3319298245614035,1.0,0.0,0.0,1.0,0.0,0.1,0.001,0
1.0,0.23809523809523808,0.05357142857142857,1.0,1.0,0.07692307692307693,0.875,0.05263157894736842,1.0,0.0,0.0,1.0,0.0,0.0,0.0022500000000000003,0
0.0,0.23539682539682533,0.12642857142857142,0.5,0.0,0.46153846153846156,0.0,0.017543859649122806,1.0,0.0,0.0,1.0,0.0,0.0855,0.0,0
1.0,0.1468253968253968,0.02232142857142857,1.0,1.0,0.0,0.875,0.0043859649122807015,1.0,0.0,0.0,0.0,0.0,0.09,1e-05,0
0.0,0.13888888888888884,0.39285714285714285,1.0,1.0,0.7692307692307693,0.875,0.10526315789473684,1.0,0.0,0.0,1.0,0.0,0.134,0.0,0
0.0,0.23412698412698407,0.03571428571428571,0.5,0.0,0.7692307692307693,0.875,0.03508771929824561,1.0,1.0,0.029850746268656716,1.0,0.0,0.0835,0.005,0
1.0,0.376984126984127,0.0625,1.0,1.0,0.07692307692307693,0.0,0.008771929824561403,1.0,0.0,0.0,1.0,0.0,0.082,0.004,0
1.0,0.3412698412698413,0.5892857142857143,1.0,1.0,0.07692307692307693,0.875,0.14035087719298245,1.0,0.0,0.0,0.0,0.0,0.04,0.0,0
1.0,0.0780952380952381,0.17857142857142855,0.5,0.0,0.7692307692307693,0.875,0.013157894736842105,1.0,1.0,0.029850746268656716,0.0,0.0,0.0,0.00038,0
1.0,0.17857142857142855,0.42857142857142855,0.5,0.0,0.6153846153846154,0.875,0.07894736842105263,1.0,1.0,0.029850746268656716,1.0,0.0,0.06,5e-05,0
1.0,0.22349206349206346,0.14285714285714285,1.0,1.0,0.46153846153846156,0.375,0.20175438596491227,1.0,1.0,0.029850746268656716,1.0,0.0,0.0375,0.0,0
1.0,0.652063492063492,0.5535714285714285,0.5,0.0,0.3076923076923077,1.0,0.0,1.0,1.0,0.29850746268656714,0.0,0.0,0.076,0.0013000000000000002,0
1.0,0.23809523809523808,0.041607142857142856,0.5,0.0,0.6153846153846154,0.875,0.017543859649122806,1.0,0.0,0.0,0.0,1.0,0.14,0.0,0
0.0,0.17857142857142855,0.39285714285714285,1.0,1.0,0.0,0.875,0.15789473684210525,1.0,0.0,0.0,0.0,0.0,0.06,0.0,0
1.0,0.43126984126984125,0.08035714285714285,1.0,1.0,1.0,0.375,0.3508771929824561,1.0,0.0,0.0,1.0,0.0,0.088,0.0,0
0.0,0.09523809523809523,0.026785714285714284,0.5,0.0,0.07692307692307693,0.875,0.027894736842105264,1.0,1.0,0.07462686567164178,1.0,0.0,0.07,5e-05,0
1.0,0.24476190476190474,0.125,0.5,0.0,0.9230769230769231,0.875,0.12280701754385964,1.0,1.0,0.04477611940298507,1.0,0.0,0.1645,0.0,0
0.0,0.17063492063492058,0.037142857142857144,1.0,1.0,0.38461538461538464,0.25,0.017543859649122806,1.0,1.0,0.04477611940298507,0.0,0.0,0.09,0.0014700000000000002,0
1.0,0.17190476190476184,0.4464285714285714,0.5,0.0,0.9230769230769231,0.875,0.03070175438596491,1.0,0.0,0.0,1.0,0.0,0.13,0.0,0
0.0,0.31746031746031744,0.026785714285714284,0.5,0.0,0.6153846153846154,0.0,0.03508771929824561,1.0,1.0,0.04477611940298507,1.0,0.0,0.106,0.0,0
1.0,0.10984126984126985,0.04464285714285714,1.0,1.0,0.07692307692307693,0.375,0.04824561403508772,1.0,1.0,0.04477611940298507,1.0,0.0,0.07,0.0021000000000000003,0
0.0,0.18523809523809526,0.040178571428571425,0.5,0.0,0.7692307692307693,0.875,0.04526315789473684,1.0,1.0,0.029850746268656716,0.0,0.0,0.1,0.0,0
1.0,0.38095238095238093,0.25,0.5,0.0,0.7692307692307693,0.375,0.40350877192982454,1.0,1.0,0.1044776119402985,1.0,0.0,0.15,5e-05,0
1.0,0.615079365079365,0.23214285714285712,0.5,0.0,0.6153846153846154,0.875,0.2207017543859649,1.0,1.0,0.22388059701492538,0.0,0.0,0.0,0.11202000000000001,1
1.0,0.6996825396825396,0.2514285714285714,0.5,0.0,0.6923076923076923,0.875,0.49122807017543857,1.0,1.0,0.08955223880597014,1.0,0.0,0.18,0.01332,1
0.0,0.1111111111111111,0.36910714285714286,0.5,0.0,0.15384615384615385,0.375,0.011754385964912281,1.0,1.0,0.014925373134328358,1.0,0.0,0.04,0.0005,1
1.0,0.41539682539682543,0.22178571428571428,0.5,0.0,0.7692307692307693,0.875,0.0014035087719298245,1.0,1.0,0.014925373134328358,0.0,0.0,0.1,0.003,1
1.0,0.1892063492063492,0.4464285714285714,0.5,0.0,0.15384615384615385,0.875,0.04245614035087719,1.0,1.0,1.0,1.0,0.0,0.07,0.0025800000000000003,1
0.0,0.1746031746031746,0.4464285714285714,0.5,0.0,0.0,0.875,0.05263157894736842,1.0,1.0,0.1791044776119403,1.0,0.0,0.06,0.0056700000000000006,1
0.0,0.4828571428571429,0.23803571428571427,0.5,0.0,0.7692307692307693,0.875,0.2587719298245614,1.0,1.0,0.04477611940298507,1.0,0.0,0.0,0.0,1
0.0,0.15476190476190477,0.3214285714285714,0.5,0.0,0.7692307692307693,0.875,0.2982456140350877,1.0,1.0,0.07462686567164178,1.0,0.0,0.06,0.0,1
1.0,0.336031746031746,0.17857142857142855,0.5,0.0,1.0,0.375,0.2631578947368421,1.0,1.0,0.08955223880597014,1.0,0.0,0.0,0.01,1
1.0,0.5384126984126983,0.08928571428571427,0.5,0.0,0.6923076923076923,0.0,0.08771929824561403,1.0,1.0,0.1791044776119403,1.0,0.0,0.20500000000000002,0.0251,1
1.0,0.14285714285714285,0.39285714285714285,0.5,0.0,0.7692307692307693,0.875,0.08771929824561403,1.0,1.0,0.1044776119402985,1.0,0.0,0.05,0.00809,1
1.0,0.3280952380952381,0.15178571428571427,0.5,0.0,0.46153846153846156,0.0,0.11403508771929824,1.0,1.0,0.029850746268656716,0.0,0.0,0.137,0.0061,1
0.0,0.23285714285714287,0.125,0.5,0.0,0.9230769230769231,0.875,0.029298245614035084,1.0,0.0,0.0,0.0,1.0,0.14,0.0,1
1.0,0.8571428571428571,0.19642857142857142,0.5,0.0,0.3076923076923077,1.0,0.45614035087719296,1.0,1.0,0.014925373134328358,1.0,0.0,0.0,0.0,1
1.0,0.1058730158730159,0.06553571428571428,0.5,0.0,0.07692307692307693,0.875,0.07894736842105263,1.0,1.0,0.014925373134328358,0.0,0.0,0.05,0.0015,1
0.0,0.5344444444444444,0.2857142857142857,0.5,0.0,0.3076923076923077,0.0,0.22807017543859648,1.0,1.0,0.08955223880597014,0.0,0.0,0.1875,0.511,1
